都道府県名,年,国籍,年間訪問者数,第1四半期,第2四半期,第3四半期,第4四半期
滋賀県,2019,スペイン,633,236,0,397,0
滋賀県,2019,イタリア,1274,263,0,412,599
滋賀県,2019,ロシア,483,0,258,225,0
滋賀県,2019,カナダ,1862,788,0,123,951
滋賀県,2019,米国,11517,1802,4004,2677,3034
滋賀県,2019,オーストラリア,1849,0,574,549,726
京都府,2012,韓国,189433,43514,38582,60498,46839
京都府,2012,中国,328941,72702,77573,148543,30123
京都府,2012,台湾,189809,48100,33464,50930,57315
京都府,2012,香港,51655,7733,13880,17400,12642
京都府,2012,タイ,35069,3066,11168,6491,14344
京都府,2012,シンガポール,15875,2617,3933,2025,7300
京都府,2012,マレーシア,17574,3553,2210,3495,8316
京都府,2012,インド,6268,1267,2226,825,1950
京都府,2012,英国,34280,4517,8555,9507,11701
京都府,2012,フランス,38318,4217,12233,11523,10345
京都府,2012,ドイツ,23819,3421,4828,6486,9084
京都府,2012,ロシア,10374,1961,2230,2091,4092
京都府,2012,カナダ,36825,4594,8675,11760,11796
京都府,2012,米国,135826,16401,46138,36888,36399
京都府,2012,オーストラリア,65078,11578,14565,16774,22161
京都府,2013,韓国,241508,58355,63897,71740,47516
京都府,2013,中国,338829,39015,82788,131418,85608
京都府,2013,台湾,413623,61192,109196,130490,112745
京都府,2013,香港,102219,12568,24040,34340,31271
京都府,2013,タイ,82484,10559,15706,12733,43486
京都府,2013,シンガポール,30547,1803,11103,1042,16599
京都府,2013,マレーシア,33874,6556,3594,3757,19967
京都府,2013,インド,7088,1376,2113,1508,2091
京都府,2013,英国,42048,4605,11210,12178,14055
京都府,2013,フランス,57910,6045,17677,20350,13838
京都府,2013,ドイツ,31262,3961,7549,7717,12035
京都府,2013,ロシア,11667,1501,3863,2172,4131
京都府,2013,カナダ,43752,4616,13494,12547,13095
京都府,2013,米国,181086,19856,70855,41309,49066
京都府,2013,オーストラリア,83453,20050,18644,17545,27214
京都府,2014,韓国,339739,91894,66317,83239,98289
京都府,2014,中国,704262,107493,149809,250853,196107
京都府,2014,台湾,514385,112113,137786,133898,130588
京都府,2014,香港,169230,29430,44335,39458,56007
京都府,2014,ベトナム,26875,4283,8107,7654,6831
京都府,2014,タイ,95633,18148,27949,9897,39639
京都府,2014,シンガポール,48787,8568,12247,7026,20946
京都府,2014,マレーシア,70186,14340,15539,6754,33553
京都府,2014,フィリピン,36463,3455,11711,5634,15663
京都府,2014,インドネシア,34102,6834,12181,6046,9041
京都府,2014,インド,15056,1759,5491,2596,5210
京都府,2014,英国,55269,7098,16786,13450,17935
京都府,2014,フランス,79877,7088,25897,26377,20515
京都府,2014,ドイツ,32522,3901,8908,10227,9486
京都府,2014,ロシア,11439,1590,3415,3887,2547
京都府,2014,カナダ,52053,7916,19475,10826,13836
京都府,2014,米国,235699,31766,74494,60469,68970
京都府,2014,オーストラリア,122088,20875,31974,26517,42722
京都府,2015,韓国,541286,132272,102505,156053,150456
京都府,2015,中国,1766836,266845,448559,626378,425054
京都府,2015,台湾,625403,116508,177906,172625,158364
京都府,2015,香港,279073,43077,71096,81776,83124
京都府,2015,ベトナム,55207,4973,26446,11379,12409
京都府,2015,タイ,128239,30498,32391,10484,54866
京都府,2015,シンガポール,54804,6685,12814,5452,29853
京都府,2015,マレーシア,103833,15497,25933,15870,46533
京都府,2015,フィリピン,46311,6926,17503,5055,16827
京都府,2015,インドネシア,62036,9097,22253,18476,12210
京都府,2015,インド,10789,2099,2574,3335,2781
京都府,2015,英国,82604,12815,29634,16611,23544
京都府,2015,フランス,100663,11085,30927,29165,29486
京都府,2015,ドイツ,50302,3114,16351,13573,17264
京都府,2015,スペイン,48194,4346,11674,20432,11742
京都府,2015,イタリア,52289,4667,14458,19761,13403
京都府,2015,ロシア,8091,695,2882,2193,2321
京都府,2015,カナダ,73085,7344,21661,18884,25196
京都府,2015,米国,256017,33113,84195,60082,78627
京都府,2015,オーストラリア,161524,37793,41016,32388,50327
京都府,2016,韓国,841306,233327,146261,237473,224245
京都府,2016,中国,2590579,541837,692019,846756,509967
京都府,2016,台湾,812120,192203,234061,202018,183838
京都府,2016,香港,376578,69408,99322,93515,114333
京都府,2016,ベトナム,57667,9442,19925,12337,15963
京都府,2016,タイ,147031,35411,38943,19989,52688
京都府,2016,シンガポール,67304,13992,20213,7504,25595
京都府,2016,マレーシア,111585,28125,20541,16127,46792
京都府,2016,フィリピン,66574,12825,22527,8930,22292
京都府,2016,インドネシア,83020,14197,24262,14979,29582
京都府,2016,インド,17304,2666,5342,2627,6669
京都府,2016,英国,100622,15801,26579,25809,32433
京都府,2016,フランス,122804,10664,43904,38118,30118
京都府,2016,ドイツ,57661,8266,18608,16734,14053
京都府,2016,スペイン,61478,6572,13426,27248,14232
京都府,2016,イタリア,65988,7209,16652,26407,15720
京都府,2016,ロシア,8760,1713,2490,2085,2472
京都府,2016,カナダ,90357,7575,29416,22870,30496
京都府,2016,米国,339606,35290,121267,84479,98570
京都府,2016,オーストラリア,210241,41299,53295,47913,67734
京都府,2017,韓国,1218563,355658,308460,274188,280257
京都府,2017,中国,2575366,551689,573448,866925,583304
京都府,2017,台湾,866549,215933,217959,240738,191919
京都府,2017,香港,394919,83271,113129,93898,104621
京都府,2017,ベトナム,67672,14136,31451,12458,9627
京都府,2017,タイ,167154,48956,50869,22271,45058
京都府,2017,シンガポール,94004,17370,31446,10652,34536
京都府,2017,マレーシア,141920,32709,38444,12718,58049
京都府,2017,フィリピン,79102,15255,29052,10164,24631
京都府,2017,インドネシア,120952,28787,45182,20323,26660
京都府,2017,インド,18481,3204,8414,2618,4245
京都府,2017,英国,100259,9410,38681,20826,31342
京都府,2017,フランス,140372,16409,51568,39228,33167
京都府,2017,ドイツ,59995,7098,23628,11387,17882
京都府,2017,スペイン,68514,6026,19088,24927,18473
京都府,2017,イタリア,69017,6972,24053,22092,15900
京都府,2017,ロシア,15130,1816,4386,2295,6633
京都府,2017,カナダ,111953,13358,40050,27933,30612
京都府,2017,米国,432362,53680,162568,94540,121574
京都府,2017,オーストラリア,211885,53343,54491,35737,68314
京都府,2018,韓国,1198864,366685,323051,223053,286075
京都府,2018,中国,3162234,681318,801877,878181,800858
京都府,2018,台湾,862029,218704,257180,202408,183737
京都府,2018,香港,423536,101567,118944,96880,106145
京都府,2018,ベトナム,94054,15134,29280,22597,27043
京都府,2018,タイ,189062,56622,47380,13565,71495
京都府,2018,シンガポール,118090,17093,32501,12476,56020
京都府,2018,マレーシア,155273,39141,42042,13451,60639
京都府,2018,フィリピン,96533,15251,33668,10563,37051
京都府,2018,インドネシア,128681,26461,39803,18163,44254
京都府,2018,インド,24658,4032,9682,5083,5861
京都府,2018,英国,101246,17690,32766,24370,26420
京都府,2018,フランス,145207,19568,44513,43967,37159
京都府,2018,ドイツ,76784,11482,23471,19573,22258
京都府,2018,スペイン,78178,7553,17245,32822,20558
京都府,2018,イタリア,69415,6908,22097,28115,12295
京都府,2018,ロシア,19290,2546,7987,3975,4782
京都府,2018,カナダ,127365,17513,40733,32569,36550
京都府,2018,米国,456887,70282,141491,108952,136162
京都府,2018,オーストラリア,245603,61124,66326,42173,75980
京都府,2019,韓国,777453,331159,272816,121823,51655
京都府,2019,中国,4036327,810097,1008412,1298413,919405
京都府,2019,台湾,898500,206046,237584,241140,213730
京都府,2019,香港,436300,94346,124759,97437,119758
京都府,2019,ベトナム,137147,30072,31051,38771,37253
京都府,2019,タイ,219120,49818,61401,22719,85182
京都府,2019,シンガポール,112048,17807,32534,13493,48214
京都府,2019,マレーシア,139815,33588,34140,15600,56487
京都府,2019,フィリピン,128367,18829,41870,17955,49713
京都府,2019,インドネシア,138499,31554,47559,15644,43742
京都府,2019,インド,30031,3641,12425,5364,8601
京都府,2019,英国,144038,16817,47694,34855,44672
京都府,2019,フランス,152159,18886,52795,45584,34894
京都府,2019,ドイツ,85642,12414,27291,22585,23352
京都府,2019,スペイン,81162,6883,21670,32485,20124
京都府,2019,イタリア,82477,8208,26064,27623,20582
京都府,2019,ロシア,28347,3004,7192,6541,11610
京都府,2019,カナダ,152859,21029,49904,35656,46270
京都府,2019,米国,524320,75499,188180,116307,144334
京都府,2019,オーストラリア,269484,53502,84481,51905,79596
大阪府,2012,韓国,428669,92062,101843,121657,113107
大阪府,2012,中国,610823,151572,164803,243456,50992
大阪府,2012,台湾,305020,67797,71409,81121,84693
大阪府,2012,香港,94146,19919,27493,27168,19566
大阪府,2012,タイ,63156,6313,18794,13231,24818
大阪府,2012,シンガポール,23660,4282,7429,1841,10108
大阪府,2012,マレーシア,30947,6661,5403,4934,13949
大阪府,2012,インド,8365,1152,2087,1768,3358
大阪府,2012,英国,19582,4312,4481,5994,4795
大阪府,2012,フランス,20614,2271,5037,8134,5172
大阪府,2012,ドイツ,16725,4211,3692,3027,5795
大阪府,2012,ロシア,6990,1816,1318,1454,2402
大阪府,2012,カナダ,21617,3500,7617,4602,5898
大阪府,2012,米国,94174,17104,26682,23631,26757
大阪府,2012,オーストラリア,47639,6616,11652,12324,17047
大阪府,2013,韓国,556823,136288,148540,147590,124405
大阪府,2013,中国,525276,71350,121673,201837,130416
大阪府,2013,台湾,530802,87465,152045,158085,133207
大阪府,2013,香港,175523,26460,45923,62671,40469
大阪府,2013,タイ,130800,22437,26742,19653,61968
大阪府,2013,シンガポール,34242,3381,12178,2084,16599
大阪府,2013,マレーシア,48071,11014,7187,5260,24610
大阪府,2013,インド,8868,2011,2818,2168,1871
大阪府,2013,英国,26875,3646,5872,7494,9863
大阪府,2013,フランス,31957,3589,9178,11000,8190
大阪府,2013,ドイツ,23018,4716,4561,5872,7869
大阪府,2013,ロシア,7741,1394,2163,1405,2779
大阪府,2013,カナダ,31212,3462,9772,8156,9822
大阪府,2013,米国,119908,19082,37866,28967,33993
大阪府,2013,オーストラリア,58357,14852,12305,13159,18041
大阪府,2014,韓国,707317,176437,166590,177639,186651
大阪府,2014,中国,1007150,159396,219353,361952,266449
大阪府,2014,台湾,677829,141309,185482,164484,186554
大阪府,2014,香港,265293,52853,69480,58149,84811
大阪府,2014,ベトナム,37405,6425,12472,5467,13041
大阪府,2014,タイ,149243,23731,48911,18558,58043
大阪府,2014,シンガポール,56477,7956,15819,10081,22621
大阪府,2014,マレーシア,98276,24355,23474,10459,39988
大阪府,2014,フィリピン,54106,4836,19518,9390,20362
大阪府,2014,インドネシア,52764,10251,19218,10531,12764
大阪府,2014,インド,17538,3713,4576,3461,5788
大阪府,2014,英国,33660,7382,8393,8299,9586
大阪府,2014,フランス,49088,8996,13668,16346,10078
大阪府,2014,ドイツ,27325,5527,6496,7229,8073
大阪府,2014,ロシア,8667,1237,3187,2159,2084
大阪府,2014,カナダ,38860,7143,13186,7819,10712
大阪府,2014,米国,156308,25413,54237,39753,36905
大阪府,2014,オーストラリア,99562,16700,27470,22788,32604
大阪府,2015,韓国,1080817,244812,231618,293191,311196
大阪府,2015,中国,2715214,427072,713616,947101,627425
大阪府,2015,台湾,1055504,209715,306501,276199,263089
大阪府,2015,香港,537914,105947,133486,147196,151285
大阪府,2015,ベトナム,78326,12076,29385,20320,16545
大阪府,2015,タイ,207480,55768,53986,20415,77311
大阪府,2015,シンガポール,91932,12256,31608,10359,37709
大阪府,2015,マレーシア,175269,29764,44930,28875,71700
大阪府,2015,フィリピン,100086,18179,36756,14154,30997
大阪府,2015,インドネシア,90292,15394,31155,24837,18906
大阪府,2015,インド,24950,4816,8205,6366,5563
大阪府,2015,英国,48763,11129,16505,7431,13698
大阪府,2015,フランス,76900,12790,24300,21537,18273
大阪府,2015,ドイツ,50537,8775,13967,13216,14579
大阪府,2015,スペイン,35470,2243,9002,15962,8263
大阪府,2015,イタリア,41538,4953,9756,16135,10694
大阪府,2015,ロシア,6953,893,2242,2078,1740
大阪府,2015,カナダ,62333,7344,13849,18884,22256
大阪府,2015,米国,237462,39560,71272,55719,70911
大阪府,2015,オーストラリア,151288,36612,41016,28126,45534
大阪府,2016,韓国,1576094,395021,312983,427249,440841
大阪府,2016,中国,3730099,805563,997867,1185707,740962
大阪府,2016,台湾,1256294,287371,348420,334340,286163
大阪府,2016,香港,626692,147714,145672,170526,162780
大阪府,2016,ベトナム,90483,13638,34869,18031,23945
大阪府,2016,タイ,270235,66529,82911,35979,84816
大阪府,2016,シンガポール,95325,17878,25025,13277,39145
大阪府,2016,マレーシア,184967,42188,44886,27416,70477
大阪府,2016,フィリピン,128249,23168,45054,20016,40011
大阪府,2016,インドネシア,128661,19521,39192,25575,44373
大阪府,2016,インド,30679,5481,10898,6403,7897
大阪府,2016,英国,55476,14484,9623,17060,14309
大阪府,2016,フランス,100477,11731,33196,31276,24274
大阪府,2016,ドイツ,62365,12939,19004,15566,14856
大阪府,2016,スペイン,44380,4328,10507,19002,10543
大阪府,2016,イタリア,50184,5747,11247,21480,11710
大阪府,2016,ロシア,7281,1411,1971,1427,2472
大阪府,2016,カナダ,91854,8771,29416,24140,29527
大阪府,2016,米国,319048,47641,107056,81622,82729
大阪府,2016,オーストラリア,195800,42699,51696,42220,59185
大阪府,2017,韓国,2410642,588320,626204,610171,585947
大阪府,2017,中国,4023487,848422,897525,1329381,948159
大阪府,2017,台湾,1399434,310944,403456,361107,323927
大阪府,2017,香港,741706,155681,212682,192268,181075
大阪府,2017,ベトナム,116867,27094,41458,27685,20630
大阪府,2017,タイ,298185,71103,83478,38469,105135
大阪府,2017,シンガポール,124837,20528,36105,17309,50895
大阪府,2017,マレーシア,215003,50975,55918,27096,81014
大阪府,2017,フィリピン,157644,27369,61647,21418,47210
大阪府,2017,インドネシア,157143,36338,56999,24157,39649
大阪府,2017,インド,36627,5606,13189,8788,9044
大阪府,2017,英国,57087,8065,18051,14529,16442
大阪府,2017,フランス,107448,15663,35990,28481,27314
大阪府,2017,ドイツ,62434,11207,22784,11809,16634
大阪府,2017,スペイン,53728,4790,14171,21125,13642
大阪府,2017,イタリア,54934,6640,17476,18132,12686
大阪府,2017,ロシア,12630,1574,4223,2295,4538
大阪府,2017,カナダ,103610,10686,36455,27933,28536
大阪府,2017,米国,358485,54463,127274,82190,94558
大阪府,2017,オーストラリア,212902,43113,63780,36241,69768
大阪府,2018,韓国,2389542,719296,627977,461208,581061
大阪府,2018,中国,4549790,1001220,1177417,1270247,1100906
大阪府,2018,台湾,1222822,302897,378951,268503,272471
大阪府,2018,香港,716756,177693,199314,162623,177126
大阪府,2018,ベトナム,156970,29206,40997,40770,45997
大阪府,2018,タイ,325415,93423,90039,34532,107421
大阪府,2018,シンガポール,157614,25468,47019,16109,69018
大阪府,2018,マレーシア,225113,55964,68475,23906,76768
大阪府,2018,フィリピン,168806,36841,56572,20346,55047
大阪府,2018,インドネシア,186923,38740,63067,26369,58747
大阪府,2018,インド,38797,6833,15298,5885,10781
大阪府,2018,英国,61176,11142,19097,16106,14831
大阪府,2018,フランス,126185,17864,37584,38941,31796
大阪府,2018,ドイツ,75768,13934,22383,17737,21714
大阪府,2018,スペイン,53314,4308,10904,22317,15785
大阪府,2018,イタリア,28842,1588,10501,9793,6960
大阪府,2018,ロシア,17422,2054,5694,2940,6734
大阪府,2018,カナダ,126208,16783,39494,31534,38397
大阪府,2018,米国,414550,75319,130612,94271,114348
大阪府,2018,オーストラリア,242867,61226,62693,43114,75834
大阪府,2019,韓国,1607125,627723,520102,284250,175050
大阪府,2019,中国,5650748,1177976,1406924,1781023,1284825
大阪府,2019,台湾,1278202,296660,350018,329547,301977
大阪府,2019,香港,719398,164872,194388,176855,183283
大阪府,2019,ベトナム,216368,52237,54737,56296,53098
大阪府,2019,タイ,374679,89875,102968,46617,135219
大阪府,2019,シンガポール,163072,28428,45545,19437,69662
大阪府,2019,マレーシア,199370,46390,47326,22950,82704
大阪府,2019,フィリピン,230470,35639,67123,41214,86494
大阪府,2019,インドネシア,186368,44219,63149,24969,54031
大阪府,2019,インド,40852,6071,17043,7826,9912
大阪府,2019,英国,138743,20601,41191,34304,42647
大阪府,2019,フランス,137075,18804,45843,40065,32363
大阪府,2019,ドイツ,85273,16891,23440,21240,23702
大阪府,2019,スペイン,68043,5979,19552,24265,18247
大阪府,2019,イタリア,65236,6905,19385,22301,16645
大阪府,2019,ロシア,26818,1775,9344,5801,9898
大阪府,2019,カナダ,155777,24283,46381,38833,46280
大阪府,2019,米国,487946,80873,163418,109206,134449
大阪府,2019,オーストラリア,279572,56243,88215,54208,80906
兵庫県,2012,韓国,122407,23735,30588,33389,34695
兵庫県,2012,中国,88853,19474,22431,33166,13782
兵庫県,2012,台湾,92589,22217,17927,23787,28658
兵庫県,2012,香港,16667,4218,4538,6105,1806
兵庫県,2012,タイ,11898,1263,3813,2496,4326
兵庫県,2012,シンガポール,4713,951,2841,921,0
兵庫県,2012,マレーシア,4040,888,246,1028,1878
兵庫県,2012,インド,2926,576,974,943,433
兵庫県,2012,英国,4858,616,611,2480,1151
兵庫県,2012,フランス,4438,1298,1079,1356,705
兵庫県,2012,ドイツ,3941,790,1562,649,940
兵庫県,2012,ロシア,1276,73,304,454,445
兵庫県,2012,カナダ,6531,1094,2116,1534,1787
兵庫県,2012,米国,29824,6092,5837,10663,7232
兵庫県,2012,オーストラリア,6507,1103,2330,1369,1705
兵庫県,2013,韓国,140056,39907,35683,36244,28222
兵庫県,2013,中国,90484,18706,15805,32294,23679
兵庫県,2013,台湾,186593,28933,48839,54254,54567
兵庫県,2013,香港,38125,4961,9863,8585,14716
兵庫県,2013,タイ,25624,2970,7641,3598,11415
兵庫県,2013,シンガポール,4240,451,1791,417,1581
兵庫県,2013,マレーシア,5842,262,399,1002,4179
兵庫県,2013,インド,4057,1059,1127,660,1211
兵庫県,2013,英国,6783,1343,1335,1639,2466
兵庫県,2013,フランス,7056,378,3059,1925,1694
兵庫県,2013,ドイツ,7378,1132,1416,2516,2314
兵庫県,2013,ロシア,1639,751,309,128,451
兵庫県,2013,カナダ,4767,462,931,1464,1910
兵庫県,2013,米国,34342,5415,11474,6549,10904
兵庫県,2013,オーストラリア,9894,1980,3356,1806,2752
兵庫県,2014,韓国,184291,45488,35156,53013,50634
兵庫県,2014,中国,119787,28646,28798,37474,24869
兵庫県,2014,台湾,224403,59560,60565,50977,53301
兵庫県,2014,香港,69962,18018,15219,15922,20803
兵庫県,2014,ベトナム,5374,0,1871,1640,1863
兵庫県,2014,タイ,26212,4188,6987,3712,11325
兵庫県,2014,シンガポール,10533,2142,1531,1833,5027
兵庫県,2014,マレーシア,18410,5008,4959,1089,7354
兵庫県,2014,フィリピン,11108,1727,4684,2348,2349
兵庫県,2014,インドネシア,14909,1709,4602,1950,6648
兵庫県,2014,インド,7049,2345,1525,1442,1737
兵庫県,2014,英国,8361,1136,3297,1145,2783
兵庫県,2014,フランス,12993,2453,3597,3344,3599
兵庫県,2014,ドイツ,8686,1463,2784,1411,3028
兵庫県,2014,ロシア,1680,353,0,864,463
兵庫県,2014,カナダ,9654,1545,3449,2205,2455
兵庫県,2014,米国,37142,5294,10455,12318,9075
兵庫県,2014,オーストラリア,14655,3579,2702,3315,5059
兵庫県,2015,韓国,256492,69912,51907,66204,68469
兵庫県,2015,中国,257954,47586,62798,82871,64699
兵庫県,2015,台湾,305050,64080,76384,85404,79182
兵庫県,2015,香港,120807,18628,36273,35981,29925
兵庫県,2015,ベトナム,34557,2841,18610,7315,5791
兵庫県,2015,タイ,45966,6100,17995,4414,17457
兵庫県,2015,シンガポール,13020,2228,3417,1090,6285
兵庫県,2015,マレーシア,34971,6642,10252,5731,12346
兵庫県,2015,フィリピン,16513,3174,5688,2780,4871
兵庫県,2015,インドネシア,10271,1866,2225,3029,3151
兵庫県,2015,インド,5672,1235,1609,1364,1464
兵庫県,2015,英国,13566,3372,6752,874,2568
兵庫県,2015,フランス,13700,3695,3093,3590,3322
兵庫県,2015,ドイツ,12779,1981,3747,3215,3836
兵庫県,2015,スペイン,5990,1682,1407,1596,1305
兵庫県,2015,イタリア,9074,1238,1411,4714,1711
兵庫県,2015,ロシア,1000,199,107,346,348
兵庫県,2015,カナダ,15142,1049,5326,4988,3779
兵庫県,2015,米国,46169,7033,16447,8727,13962
兵庫県,2015,オーストラリア,15317,1181,7212,2131,4793
兵庫県,2016,韓国,280970,89714,47996,74422,68838
兵庫県,2016,中国,346012,78638,107098,98085,62191
兵庫県,2016,台湾,334446,83972,73745,109090,67639
兵庫県,2016,香港,135853,35594,24830,36672,38757
兵庫県,2016,ベトナム,21595,2098,8717,3796,6984
兵庫県,2016,タイ,74280,16096,23868,7329,26987
兵庫県,2016,シンガポール,19215,1555,4812,2309,10539
兵庫県,2016,マレーシア,24304,5409,6467,3763,8665
兵庫県,2016,フィリピン,16143,3723,4505,2771,5144
兵庫県,2016,インドネシア,18474,2484,4666,4750,6574
兵庫県,2016,インド,6445,889,2137,1313,2106
兵庫県,2016,英国,9970,1317,2291,3500,2862
兵庫県,2016,フランス,20981,3199,3748,6842,7192
兵庫県,2016,ドイツ,12824,2156,4355,3502,2811
兵庫県,2016,スペイン,6174,1122,1751,2510,791
兵庫県,2016,イタリア,10814,1881,3360,2365,3208
兵庫県,2016,ロシア,1306,605,311,0,390
兵庫県,2016,カナダ,17297,1993,4836,4659,5809
兵庫県,2016,米国,46598,9175,14211,12651,10561
兵庫県,2016,オーストラリア,21071,2100,5862,5218,7891
兵庫県,2017,韓国,392179,101494,99585,97041,94059
兵庫県,2017,中国,289329,64274,88385,79734,56936
兵庫県,2017,台湾,344843,87333,84633,99765,73112
兵庫県,2017,香港,127796,45256,22626,35771,24143
兵庫県,2017,ベトナム,17775,9424,1430,6921,0
兵庫県,2017,タイ,61924,16319,15652,7424,22529
兵庫県,2017,シンガポール,18933,2369,2329,3329,10906
兵庫県,2017,マレーシア,32706,9770,6116,4700,12120
兵庫県,2017,フィリピン,27498,4038,7794,4719,10947
兵庫県,2017,インドネシア,18506,2360,10427,2301,3418
兵庫県,2017,インド,6444,1121,2729,748,1846
兵庫県,2017,英国,8299,2240,3094,1937,1028
兵庫県,2017,フランス,22970,2610,6446,8061,5853
兵庫県,2017,ドイツ,10450,374,3375,3374,3327
兵庫県,2017,スペイン,5752,773,1446,2112,1421
兵庫県,2017,イタリア,8345,1107,3007,2709,1522
兵庫県,2017,ロシア,1932,484,487,612,349
兵庫県,2017,カナダ,24081,2226,8215,5857,7783
兵庫県,2017,米国,58481,10579,24599,9795,13508
兵庫県,2017,オーストラリア,23621,4384,8669,4027,6541
兵庫県,2018,韓国,414752,111575,123775,82548,96854
兵庫県,2018,中国,429636,105290,114426,100285,109635
兵庫県,2018,台湾,375126,93406,111752,89136,80832
兵庫県,2018,香港,150502,41122,46368,30044,32968
兵庫県,2018,ベトナム,28381,7123,5145,5142,10971
兵庫県,2018,タイ,68970,23174,16706,8268,20822
兵庫県,2018,シンガポール,23162,3476,5775,3259,10652
兵庫県,2018,マレーシア,41128,8404,11421,5420,15883
兵庫県,2018,フィリピン,26375,8909,6752,4340,6374
兵庫県,2018,インドネシア,17531,2840,6521,3848,4322
兵庫県,2018,インド,5399,0,2234,1916,1249
兵庫県,2018,英国,9706,1489,1346,4018,2853
兵庫県,2018,フランス,25340,3980,6654,7451,7255
兵庫県,2018,ドイツ,13430,2347,3642,3022,4419
兵庫県,2018,スペイン,7892,709,884,4142,2157
兵庫県,2018,イタリア,10959,923,3718,3666,2652
兵庫県,2018,ロシア,2884,0,2027,0,857
兵庫県,2018,カナダ,22669,3494,7643,4061,7471
兵庫県,2018,米国,68306,12868,18205,16379,20854
兵庫県,2018,オーストラリア,29405,6483,11372,3594,7956
兵庫県,2019,韓国,269767,116170,87238,40445,25914
兵庫県,2019,中国,561871,119078,154843,156237,131713
兵庫県,2019,台湾,367870,83746,99912,100141,84071
兵庫県,2019,香港,146091,30542,42660,32379,40510
兵庫県,2019,ベトナム,45526,10387,12990,13038,9111
兵庫県,2019,タイ,77192,15642,30090,4432,27028
兵庫県,2019,シンガポール,29347,5882,6076,5291,12098
兵庫県,2019,マレーシア,40731,14468,8470,5437,12356
兵庫県,2019,フィリピン,34833,5567,11649,6336,11281
兵庫県,2019,インドネシア,18929,1624,6711,2155,8439
兵庫県,2019,インド,10964,3151,4819,539,2455
兵庫県,2019,英国,28055,3590,6530,6972,10963
兵庫県,2019,フランス,26392,3749,9827,7660,5156
兵庫県,2019,ドイツ,21134,5050,4352,6133,5599
兵庫県,2019,スペイン,9751,1225,4159,2196,2171
兵庫県,2019,イタリア,9839,445,3380,2978,3036
兵庫県,2019,ロシア,3330,273,841,225,1991
兵庫県,2019,カナダ,33137,4915,11924,4951,11347
兵庫県,2019,米国,78761,10881,25624,18268,23988
兵庫県,2019,オーストラリア,24390,3414,11799,2996,6181
奈良県,2012,韓国,67380,11148,17379,21158,17695
奈良県,2012,中国,40913,7140,9035,15878,8860
奈良県,2012,台湾,45952,10078,8067,12199,15608
奈良県,2012,香港,11063,703,1868,4579,3913
奈良県,2012,タイ,12638,180,4086,1997,6375
奈良県,2012,シンガポール,3676,714,1093,184,1685
奈良県,2012,マレーシア,1860,666,246,411,537
奈良県,2012,インド,1351,115,557,354,325
奈良県,2012,英国,6236,616,1222,2480,1918
奈良県,2012,フランス,8476,162,2339,3389,2586
奈良県,2012,ドイツ,4511,526,1278,1297,1410
奈良県,2012,ロシア,3063,726,811,636,890
奈良県,2012,カナダ,4748,438,1269,1790,1251
奈良県,2012,米国,21155,2343,7504,5764,5544
奈良県,2012,オーストラリア,7833,276,1748,3081,2728
奈良県,2013,韓国,75555,20707,22405,20924,11519
奈良県,2013,中国,66909,8818,17059,20632,20400
奈良県,2013,台湾,124465,14300,34095,35546,40524
奈良県,2013,香港,25498,3969,7089,3863,10577
奈良県,2013,タイ,28092,3300,5943,5259,13590
奈良県,2013,シンガポール,4424,225,1433,0,2766
奈良県,2013,マレーシア,4097,1311,0,0,2786
奈良県,2013,インド,1715,318,423,754,220
奈良県,2013,英国,6325,384,1601,1874,2466
奈良県,2013,フランス,12878,945,3059,6050,2824
奈良県,2013,ドイツ,7505,1320,1730,1678,2777
奈良県,2013,ロシア,3382,429,1082,894,977
奈良県,2013,カナダ,7785,231,3025,1255,3274
奈良県,2013,米国,29774,2063,10327,6801,10583
奈良県,2013,オーストラリア,10456,2228,2237,2322,3669
奈良県,2014,韓国,123812,34920,26367,29762,32763
奈良県,2014,中国,111096,18719,26653,36592,29132
奈良県,2014,台湾,163702,41458,39368,46898,35978
奈良県,2014,香港,43489,8408,9926,13153,12002
奈良県,2014,ベトナム,5759,857,1871,547,2484
奈良県,2014,タイ,32017,3490,10481,2474,15572
奈良県,2014,シンガポール,8528,1836,2041,2138,2513
奈良県,2014,マレーシア,9273,910,4298,1307,2758
奈良県,2014,フィリピン,6416,0,1561,939,3916
奈良県,2014,インドネシア,5292,1709,1083,1170,1330
奈良県,2014,インド,3406,195,610,1154,1447
奈良県,2014,英国,7416,1136,2398,1717,2165
奈良県,2014,フランス,22163,2453,5755,8916,5039
奈良県,2014,ドイツ,4929,975,928,1411,1615
奈良県,2014,ロシア,3302,177,1366,1296,463
奈良県,2014,カナダ,11680,965,5072,1403,4240
奈良県,2014,米国,38966,2647,12416,11198,12705
奈良県,2014,オーストラリア,12523,1789,3603,2072,5059
奈良県,2015,韓国,126983,40193,24209,32314,30267
奈良県,2015,中国,374817,43370,88896,140989,101562
奈良県,2015,台湾,195918,28399,53178,58147,56194
奈良県,2015,香港,72778,5821,15960,32710,18287
奈良県,2015,ベトナム,5396,2131,0,2438,827
奈良県,2015,タイ,30581,2614,10797,2207,14963
奈良県,2015,シンガポール,7055,1114,1709,1090,3142
奈良県,2015,マレーシア,16059,2214,2111,1763,9971
奈良県,2015,フィリピン,14590,2597,7439,1011,3543
奈良県,2015,インドネシア,6850,466,1113,2120,3151
